index,run,trial,onset,duration,town,pic,itemNum,resp,respRT,itemType,acc
13,1,5,160.4599,17.2015,Town1,env1,1,?,15.8422,face,0
14,1,5,160.4599,17.2015,Town1,env1,2,?,0.6871,animal,0
15,1,5,160.4599,17.2015,Town1,env1,3,?,0.6704,fruitveg,0
70,2,12,446.539,57.3189,Town1,env1,1,?,55.9022,face,0
71,2,12,446.539,57.3189,Town1,env1,2,?,0.7028,animal,0
72,2,12,446.539,57.3189,Town1,env1,3,?,0.7122,fruitveg,0
94,3,8,188.6585,33.1076,Town1,env1,1,goerge cloony,10.2896,face,1
95,3,8,188.6585,33.1076,Town1,env1,2,zebra,2.0149,animal,1
96,3,8,188.6585,33.1076,Town1,env1,3,lettuce,20.8011,fruitveg,1
121,4,5,53.4526,10.4632,Town1,env1,1,goerge cloony,4.4302,face,1
122,4,5,53.4526,10.4632,Town1,env1,2,zebra,2.1448,animal,1
123,4,5,53.4526,10.4632,Town1,env1,3,lettice,3.8863,fruitveg,1
160,5,6,161.9681,12.3367,Town1,env1,1,goerge cloony,5.1837,face,1
161,5,6,161.9681,12.3367,Town1,env1,2,zebra,1.7514,animal,1
162,5,6,161.9681,12.3367,Town1,env1,3,lettice,5.4,fruitveg,1
16,1,6,177.7048,39.9537,Town10,env10,1,beyonce,35.7532,face,0
17,1,6,177.7048,39.9537,Town10,env10,2,?,1.622,animal,0
18,1,6,177.7048,39.9537,Town10,env10,3,?,2.5766,fruitveg,0
52,2,6,200.7379,62.5022,Town10,env10,1,grapes,13.7856,fruitveg,1
53,2,6,200.7379,62.5022,Town10,env10,2,zoe,46.5068,face,0
54,2,6,200.7379,62.5022,Town10,env10,3,bear,2.2079,animal,0
97,3,9,221.8115,13.9465,Town10,env10,1,grapes,6.177,fruitveg,1
98,3,9,221.8115,13.9465,Town10,env10,2,duck,2.2555,animal,1
99,3,9,221.8115,13.9465,Town10,env10,3,katy perry,5.5123,face,1
109,4,1,1.0016,8.6312,Town10,env10,1,katy perry,5.5885,face,1
110,4,1,1.0016,8.6312,Town10,env10,2,grapes,2.1269,fruitveg,1
111,4,1,1.0016,8.6312,Town10,env10,3,duck,0.9119,animal,1
148,5,2,24.1493,88.0487,Town10,env10,1,katy perry,4.1428,face,1
149,5,2,24.1493,88.0487,Town10,env10,2,grapes,1.4326,fruitveg,1
150,5,2,24.1493,88.0487,Town10,env10,3,?,82.4714,animal,0
1,1,1,1.0021,74.9705,Town11,env11,1,carrot,26.0788,fruitveg,1
2,1,1,1.0021,74.9705,Town11,env11,2,green screw driver,31.0704,tool,0
3,1,1,1.0021,74.9705,Town11,env11,3,?,17.8174,face,0
37,2,1,1.0015,42.5171,Town11,env11,1,hammer,10.6293,tool,1
38,2,1,1.0015,42.5171,Town11,env11,2,johny depp,19.49,face,1
39,2,1,1.0015,42.5171,Town11,env11,3,carrot,12.3939,fruitveg,1
100,3,10,235.8035,15.8415,Town11,env11,1,hammer,4.6177,tool,1
101,3,10,235.8035,15.8415,Town11,env11,2,john legend,7.1266,face,0
102,3,10,235.8035,15.8415,Town11,env11,3,carrot,4.0954,fruitveg,1
112,4,2,9.6744,7.7356,Town11,env11,1,hammer,2.0531,tool,1
113,4,2,9.6744,7.7356,Town11,env11,2,john legen,2.3197,face,0
114,4,2,9.6744,7.7356,Town11,env11,3,carrot,3.3608,fruitveg,1
163,5,7,174.352,9.4014,Town11,env11,1,hammer,3.0395,tool,1
164,5,7,174.352,9.4014,Town11,env11,2,john legend,4.376,face,0
