index,run,trial,onset,duration,cond,rep,resp,acc,respRT,ISIresp,ISIacc,ISIrespRT
1,1,1,12.0030,1.5985,tool,0,NR,0,999.0000,NR,0,999.0000
2,1,2,13.6032,1.5977,tool,0,NR,0,999.0000,NR,0,999.0000
3,1,3,15.2011,1.6001,tool,0,0,1,0.3837,NR,0,999.0000
4,1,4,16.8013,1.5997,tool,1,1,1,0.4113,NR,0,999.0000
5,1,5,18.4012,1.5999,tool,0,0,1,0.4196,NR,0,999.0000
6,1,6,20.0012,1.6001,tool,0,0,1,0.4397,NR,0,999.0000
7,1,7,21.6015,1.5996,tool,1,1,1,0.5093,NR,0,999.0000
8,1,8,23.2013,1.5993,tool,0,0,1,0.3769,NR,0,999.0000
9,1,9,24.8008,1.5994,tool,0,0,1,0.3740,NR,0,999.0000
10,1,10,26.4004,1.6004,tool,1,1,1,0.5400,NR,0,999.0000
11,1,11,28.0109,9.9896,rest,0,NR,1,999.0000,NR,1,0.0000
12,1,12,38.0008,1.6002,fruitveg,0,NR,0,999.0000,NR,0,999.0000
13,1,13,39.6012,1.5996,fruitveg,0,0,1,0.4147,NR,0,999.0000
14,1,14,41.2010,1.5991,fruitveg,1,1,1,0.4472,NR,0,999.0000
15,1,15,42.8003,1.5998,fruitveg,0,0,1,0.4178,NR,0,999.0000
16,1,16,44.4004,1.6011,fruitveg,0,0,1,0.4588,NR,0,999.0000
17,1,17,46.0016,1.5996,fruitveg,0,0,1,0.4302,NR,0,999.0000
18,1,18,47.6014,1.5990,fruitveg,0,0,1,0.4238,NR,0,999.0000
19,1,19,49.2006,1.6002,fruitveg,1,1,1,0.3476,NR,0,999.0000
20,1,20,50.8010,1.5995,fruitveg,0,0,1,0.3689,NR,0,999.0000
21,1,21,52.4008,1.5994,fruitveg,1,1,1,0.5507,NR,0,999.0000
22,1,22,54.0115,9.9890,rest,0,NR,1,999.0000,NR,1,0.0000
23,1,23,64.0008,1.5996,tool,0,NR,0,999.0000,NR,0,999.0000
24,1,24,65.6005,1.6004,tool,0,0,1,0.4359,NR,0,999.0000
25,1,25,67.2012,1.5994,tool,1,1,1,0.3203,NR,0,999.0000
26,1,26,68.8007,1.6005,tool,0,0,1,0.4299,NR,0,999.0000
27,1,27,70.4015,1.5994,tool,1,1,1,0.4498,NR,0,999.0000
28,1,28,72.0011,1.5995,tool,0,0,1,0.3926,NR,0,999.0000
29,1,29,73.6008,1.6005,tool,0,0,1,0.5643,NR,0,999.0000
30,1,30,75.2014,1.5989,tool,1,1,1,0.5055,NR,0,999.0000
31,1,31,76.8006,1.6006,tool,0,0,1,0.4327,NR,0,999.0000
32,1,32,78.4013,1.5996,tool,0,0,1,0.3819,NR,0,999.0000
33,1,33,80.0120,9.9887,rest,0,NR,1,999.0000,NR,1,0.0000
34,1,34,90.0009,1.5999,tool,0,NR,0,999.0000,NR,0,999.0000
35,1,35,91.6011,1.6001,tool,0,0,1,0.3822,NR,0,999.0000
36,1,36,93.2014,1.5994,tool,0,0,1,0.3795,NR,0,999.0000
37,1,37,94.8010,1.5995,tool,0,0,1,0.3968,NR,0,999.0000
38,1,38,96.4006,1.5996,tool,1,1,1,0.5497,NR,0,999.0000
39,1,39,98.0004,1.6000,tool,0,0,1,0.4872,NR,0,999.0000
40,1,40,99.6006,1.6005,tool,1,1,1,0.3984,NR,0,999.0000
41,1,41,101.2012,1.6001,tool,0,0,1,0.3784,NR,0,999.0000
42,1,42,102.8015,1.5992,tool,0,0,1,0.4450,NR,0,999.0000
43,1,43,104.4009,1.6005,tool,1,1,1,0.3431,NR,0,999.0000
44,1,44,106.0125,9.9884,rest,0,NR,1,999.0000,NR,1,0.0000
45,1,45,116.0012,1.5994,animal,0,NR,0,999.0000,NR,0,999.0000
46,1,46,117.6008,1.5997,animal,0,0,1,0.3989,NR,0,999.0000
47,1,47,119.2007,1.6006,animal,0,NR,0,999.0000,0,1,0.3674
48,1,48,120.8015,1.5995,animal,1,1,1,0.4662,NR,0,999.0000
49,1,49,122.4011,1.5999,animal,0,0,1,0.5467,NR,0,999.0000
50,1,50,124.0012,1.5997,animal,1,1,1,0.4377,NR,0,999.0000
51,1,51,125.6011,1.5998,animal,0,0,1,0.4155,NR,0,999.0000
52,1,52,127.2011,1.6000,animal,1,NR,0,999.0000,1,1,0.1400
53,1,53,128.8013,1.5996,animal,0,NR,0,999.0000,NR,0,999.0000
54,1,54,130.4011,1.5996,animal,0,NR,0,999.0000,NR,0,999.0000
55,1,55,132.0131,9.9879,rest,0,NR,1,999.0000,NR,1,0.0000
56,1,56,142.0013,1.5987,virtualtown,0,NR,0,999.0000,NR,0,999.0000
57,1,57,143.6002,1.6010,virtualtown,0,0,1,0.5853,NR,0,999.0000
58,1,58,145.2014,1.5995,virtualtown,1,1,1,0.5107,NR,0,999.0000
59,1,59,146.8011,1.6000,virtualtown,0,NR,0,999.0000,NR,0,999.0000
60,1,60,148.4013,1.5994,virtualtown,0,0,1,0.5262,NR,0,999.0000
61,1,61,150.0008,1.5997,virtualtown,1,1,1,0.4871,NR,0,999.0000
62,1,62,151.6008,1.5995,virtualtown,0,0,1,0.4788,NR,0,999.0000
63,1,63,153.2005,1.6004,virtualtown,0,0,1,0.5548,NR,0,999.0000
