index,run,trial,onset,duration,cond,rep,resp,acc,respRT,ISIresp,ISIacc,ISIrespRT
1,1,1,12.0040,1.5977,tool,0,NR,0,999.0000,NR,0,999.0000
2,1,2,13.6033,1.5980,tool,0,NR,0,999.0000,0,1,0.9549
3,1,3,15.2015,1.5995,tool,0,NR,0,999.0000,0,1,0.3456
4,1,4,16.8012,1.5994,tool,0,NR,0,999.0000,0,1,0.1913
5,1,5,18.4007,1.5994,tool,0,NR,0,999.0000,0,1,0.0046
6,1,6,20.0003,1.6007,tool,1,NR,0,999.0000,1,1,0.2440
7,1,7,21.6012,1.5989,tool,0,NR,0,999.0000,0,1,0.4062
8,1,8,23.2003,1.6001,tool,1,NR,0,999.0000,1,1,0.1286
9,1,9,24.8006,1.5999,tool,0,NR,0,999.0000,0,1,0.4947
10,1,10,26.4008,1.5995,tool,1,NR,0,999.0000,0,0,0.5313
11,1,11,28.0174,9.9832,rest,0,NR,1,999.0000,NR,1,0.0000
12,1,12,38.0008,1.6002,face,0,NR,0,999.0000,1,0,0.3922
13,1,13,39.6012,1.5993,face,0,NR,0,999.0000,0,1,0.4719
14,1,14,41.2007,1.6003,face,1,NR,0,999.0000,1,1,0.7152
15,1,15,42.8012,1.5995,face,0,NR,0,999.0000,0,1,0.3604
16,1,16,44.4009,1.6002,face,0,NR,0,999.0000,0,1,0.1577
17,1,17,46.0013,1.5993,face,1,NR,0,999.0000,0,0,0.1561
18,1,18,47.6007,1.6004,face,0,NR,0,999.0000,0,1,0.1060
19,1,19,49.2013,1.5996,face,1,NR,0,999.0000,NR,0,999.0000
20,1,20,50.8011,1.5999,face,0,NR,0,999.0000,0,1,0.1757
21,1,21,52.4012,1.5990,face,0,NR,0,999.0000,0,1,0.0158
22,1,22,54.0179,9.9830,rest,0,NR,1,999.0000,NR,1,0.0000
23,1,23,64.0011,1.5991,virtualtown,0,NR,0,999.0000,0,1,0.3105
24,1,24,65.6004,1.6008,virtualtown,0,NR,0,999.0000,0,1,0.3464
25,1,25,67.2015,1.5994,virtualtown,1,NR,0,999.0000,1,1,0.2355
26,1,26,68.8011,1.5997,virtualtown,0,NR,0,999.0000,0,1,0.2386
27,1,27,70.4010,1.6003,virtualtown,1,NR,0,999.0000,1,1,0.5697
28,1,28,72.0015,1.5990,virtualtown,0,NR,0,999.0000,0,1,0.4335
29,1,29,73.6007,1.6007,virtualtown,0,NR,0,999.0000,0,1,0.3453
30,1,30,75.2015,1.5991,virtualtown,0,NR,0,999.0000,0,1,0.2968
31,1,31,76.8008,1.6001,virtualtown,0,NR,0,999.0000,0,1,0.2532
32,1,32,78.4011,1.5994,virtualtown,1,NR,0,999.0000,1,1,0.3062
33,1,33,80.0184,9.9821,rest,0,NR,1,999.0000,NR,1,0.0000
34,1,34,90.0008,1.5997,tool,0,NR,0,999.0000,NR,0,999.0000
35,1,35,91.6007,1.6003,tool,0,NR,0,999.0000,0,1,0.3183
36,1,36,93.2012,1.5994,tool,1,NR,0,999.0000,1,1,0.2290
37,1,37,94.8008,1.5999,tool,0,NR,0,999.0000,0,1,0.1883
38,1,38,96.4009,1.5992,tool,1,NR,0,999.0000,1,1,0.1918
39,1,39,98.0003,1.6005,tool,0,NR,0,999.0000,0,1,0.1948
40,1,40,99.6010,1.5992,tool,0,NR,0,999.0000,0,1,0.1058
41,1,41,101.2004,1.6001,tool,0,NR,0,999.0000,0,1,0.0607
42,1,42,102.8007,1.6004,tool,1,NR,0,999.0000,1,1,0.2473
43,1,43,104.4012,1.5997,tool,0,NR,0,999.0000,0,1,0.2812
44,1,44,106.0191,9.9821,rest,0,NR,1,999.0000,NR,1,0.0000
45,1,45,116.0014,1.5996,virtualtown,0,NR,0,999.0000,0,1,0.2231
46,1,46,117.6012,1.5996,virtualtown,0,NR,0,999.0000,0,1,0.0196
47,1,47,119.2010,1.6000,virtualtown,1,NR,0,999.0000,1,1,0.1841
48,1,48,120.8012,1.5999,virtualtown,0,NR,0,999.0000,0,1,0.2015
49,1,49,122.4013,1.5991,virtualtown,0,NR,0,999.0000,0,1,0.1991
50,1,50,124.0006,1.5996,virtualtown,0,NR,0,999.0000,0,1,0.2117
51,1,51,125.6004,1.6006,virtualtown,0,NR,0,999.0000,0,1,0.2016
52,1,52,127.2012,1.5996,virtualtown,1,NR,0,999.0000,1,1,0.2237
53,1,53,128.8010,1.5998,virtualtown,0,NR,0,999.0000,0,1,0.1109
54,1,54,130.4010,1.5998,virtualtown,1,NR,0,999.0000,1,1,0.0849
55,1,55,132.0196,9.9806,rest,0,NR,1,999.0000,NR,1,0.0000
56,1,56,142.0004,1.6003,face,0,NR,0,999.0000,0,1,0.6270
57,1,57,143.6009,1.6006,face,0,NR,0,999.0000,0,1,0.2510
58,1,58,145.2017,1.5985,face,0,NR,0,999.0000,0,1,0.0828
59,1,59,146.8004,1.6000,face,0,0,1,0.5434,NR,0,999.0000
60,1,60,148.4006,1.6005,face,1,NR,0,999.0000,1,1,0.1335
61,1,61,150.0014,1.6002,face,0,NR,0,999.0000,0,1,0.1410
62,1,62,151.6018,1.5995,face,1,NR,0,999.0000,1,1,0.2136
63,1,63,153.2014,1.5990,face,0,NR,0,999.0000,NR,0,999.0000
64,1,64,154.8006,1.6000,face,1,NR,0,999.0000,1,1,0.0405
65,1,65,156.4009,1.5992,face,0,0,1,0.5943,NR,0,999.0000
66,1,66,158.0031,9.9970,rest,0,NR,1,999.0000,NR,1,0.0000
67,1,67,168.0003,1.6001,virtualtown,0,NR,0,999.0000,0,1,0.2980
68,1,68,169.6007,1.5996,virtualtown,0,NR,0,999.0000,0,1,0.1632
69,1,69,171.2005,1.5996,virtualtown,0,NR,0,999.0000,1,0,0.4270
70,1,70,172.8003,1.6010,virtualtown,1,NR,0,999.0000,1,1,0.2637
71,1,71,174.4015,1.5988,virtualtown,0,NR,0,999.0000,0,1,0.1933
72,1,72,176.0005,1.6008,virtualtown,0,NR,0,999.0000,0,1,0.0422
73,1,73,177.6015,1.5996,virtualtown,1,NR,0,999.0000,1,1,0.2793
74,1,74,179.2013,1.6001,virtualtown,0,NR,0,999.0000,0,1,0.1230
75,1,75,180.8016,1.5992,virtualtown,0,NR,0,999.0000,0,1,0.2058
76,1,76,182.4009,1.5995,virtualtown,1,NR,0,999.0000,1,1,0.1622
77,1,77,184.0038,9.9977,rest,0,NR,1,999.0000,NR,1,0.0000
78,1,78,194.0018,1.5996,fruitveg,0,NR,0,999.0000,0,1,0.5186
79,1,79,195.6016,1.5987,fruitveg,0,NR,0,999.0000,0,1,0.1471
80,1,80,197.2005,1.6001,fruitveg,1,NR,0,999.0000,1,1,0.3624
81,1,81,198.8007,1.6003,fruitveg,0,NR,0,999.0000,0,1,0.0564
82,1,82,200.4012,1.6000,fruitveg,0,0,1,0.5966,NR,0,999.0000
83,1,83,202.0014,1.5995,fruitveg,0,NR,0,999.0000,0,1,0.1386
84,1,84,203.6011,1.5994,fruitveg,1,NR,0,999.0000,1,1,0.1009
85,1,85,205.2008,1.5997,fruitveg,0,NR,0,999.0000,0,1,0.0164
86,1,86,206.8007,1.6003,fruitveg,0,NR,0,999.0000,0,1,0.0046
87,1,87,208.4012,1.6000,fruitveg,1,NR,0,999.0000,1,1,0.0559
88,1,88,210.0043,9.9961,rest,0,NR,1,999.0000,NR,1,0.0000
89,1,89,220.0006,1.5996,animal,0,NR,0,999.0000,0,1,0.3060
90,1,90,221.6004,1.6007,animal,0,NR,0,999.0000,0,1,0.1277
91,1,91,223.2013,1.6001,animal,0,0,1,0.5663,NR,0,999.0000
92,1,92,224.8016,1.5990,animal,0,0,1,0.5653,NR,0,999.0000
93,1,93,226.4008,1.5995,animal,0,0,1,0.4767,NR,0,999.0000
94,1,94,228.0004,1.6004,animal,1,0,0,0.5927,NR,0,999.0000
95,1,95,229.6010,1.5992,animal,0,0,1,0.5559,NR,0,999.0000
96,1,96,231.2003,1.5998,animal,1,NR,0,999.0000,NR,0,999.0000
97,1,97,232.8003,1.6000,animal,0,NR,0,999.0000,0,1,0.1979
98,1,98,234.4005,1.6007,animal,1,NR,0,999.0000,1,1,0.1604
99,1,99,236.0049,9.9952,rest,0,NR,1,999.0000,NR,1,0.0000
100,1,100,246.0004,1.6001,tool,0,NR,0,999.0000,0,1,0.2220
101,1,101,247.6007,1.5995,tool,0,NR,0,999.0000,0,1,0.1062
102,1,102,249.2004,1.6001,tool,0,0,1,0.5920,NR,0,999.0000
103,1,103,250.8007,1.5998,tool,1,1,1,0.4891,NR,0,999.0000
104,1,104,252.4007,1.5998,tool,0,0,1,0.5252,NR,0,999.0000
105,1,105,254.0007,1.6005,tool,1,NR,0,999.0000,1,1,0.4590
106,1,106,255.6014,1.5989,tool,0,NR,0,999.0000,0,1,0.0154
107,1,107,257.2005,1.6006,tool,0,NR,0,999.0000,0,1,0.0871
108,1,108,258.8012,1.6000,tool,0,0,1,0.5889,NR,0,999.0000
109,1,109,260.4014,1.6000,tool,1,NR,0,999.0000,1,1,0.0642
110,1,110,262.0058,9.9949,rest,0,NR,1,999.0000,NR,1,0.0000
111,1,111,272.0009,1.6003,animal,0,NR,0,999.0000,0,1,0.5364
112,1,112,273.6014,1.5993,animal,0,NR,0,999.0000,0,1,0.2383
113,1,113,275.2009,1.6005,animal,0,NR,0,999.0000,0,1,0.1542
114,1,114,276.8016,1.5992,animal,0,NR,0,999.0000,0,1,0.3824
115,1,115,278.4010,1.6002,animal,1,NR,0,999.0000,1,1,0.0047
116,1,116,280.0014,1.5993,animal,0,0,1,0.5440,NR,0,999.0000
117,1,117,281.6008,1.5994,animal,0,0,1,0.5020,NR,0,999.0000
118,1,118,283.2005,1.6000,animal,1,NR,0,999.0000,1,1,0.0294
119,1,119,284.8006,1.5997,animal,0,NR,0,999.0000,0,1,0.0089
120,1,120,286.4005,1.6002,animal,1,1,1,0.5632,NR,0,999.0000
121,1,121,288.0064,9.9939,rest,0,NR,1,999.0000,NR,1,0.0000
122,1,122,298.0005,1.6007,virtualtown,0,NR,0,999.0000,NR,0,999.0000
123,1,123,299.6013,1.5997,virtualtown,0,0,1,0.3197,NR,0,999.0000
124,1,124,301.2013,1.5989,virtualtown,1,0,0,0.5314,NR,0,999.0000
125,1,125,302.8004,1.6002,virtualtown,0,NR,0,999.0000,0,1,0.0431
126,1,126,304.4009,1.6001,virtualtown,0,NR,0,999.0000,0,1,0.0337
127,1,127,306.0012,1.5990,virtualtown,1,1,1,0.4906,NR,0,999.0000
128,1,128,307.6004,1.6005,virtualtown,0,0,1,0.5742,NR,0,999.0000
129,1,129,309.2011,1.6002,virtualtown,1,NR,0,999.0000,1,1,0.1111
130,1,130,310.8015,1.5996,virtualtown,0,NR,0,999.0000,0,1,0.1389
131,1,131,312.4013,1.5997,virtualtown,0,NR,0,999.0000,0,1,0.2675
132,1,132,314.0070,9.9936,rest,0,NR,1,999.0000,NR,1,0.0000
133,1,133,324.0008,1.5994,fruitveg,0,NR,0,999.0000,NR,0,999.0000
134,1,134,325.6004,1.6007,fruitveg,0,NR,0,999.0000,0,1,0.0794
135,1,135,327.2013,1.5998,fruitveg,0,0,1,0.5130,NR,0,999.0000
136,1,136,328.8013,1.5999,fruitveg,0,NR,0,999.0000,NR,0,999.0000
137,1,137,330.4014,1.5988,fruitveg,1,NR,0,999.0000,1,1,0.0424
138,1,138,332.0004,1.5998,fruitveg,0,0,1,0.4583,NR,0,999.0000
139,1,139,333.6004,1.6004,fruitveg,1,NR,0,999.0000,1,1,0.1723
140,1,140,335.2010,1.5996,fruitveg,0,0,1,0.5254,NR,0,999.0000
141,1,141,336.8008,1.5996,fruitveg,0,0,1,0.5221,NR,0,999.0000
142,1,142,338.4006,1.5995,fruitveg,1,NR,0,999.0000,1,1,0.2324
143,1,143,340.0076,9.9930,rest,0,NR,1,999.0000,NR,1,0.0000
144,1,144,350.0009,1.5994,animal,0,NR,0,999.0000,NR,0,999.0000
145,1,145,351.6005,1.6009,animal,0,NR,0,999.0000,0,1,0.5103
