index	block	miniblock	category	rep	imgID	imgFile
1	1	1	tool	0	tool29	Aelectronicg9.jpg
2	1	1	tool	0	tool64	Ahandbag51.jpg
3	1	1	tool	0	tool27	Acliplatch.jpg
4	1	1	tool	1	tool27	Acliplatch.jpg
5	1	1	tool	0	tool57	250679_lg.jpg
6	1	1	tool	0	tool54	porcelain-cookware.jpg
7	1	1	tool	1	tool54	porcelain-cookware.jpg
8	1	1	tool	0	tool37	sharpener01.jpg
9	1	1	tool	0	tool50	Abucket176.jpg
10	1	1	tool	1	tool50	Abucket176.jpg
11	1	0	rest	0	rest	rest
12	1	2	virtualtown	0	virtualtown66	vid_1847.jpg
13	1	2	virtualtown	0	virtualtown12	vid_1700.jpg
14	1	2	virtualtown	0	virtualtown64	vid_1315.jpg
15	1	2	virtualtown	1	virtualtown64	vid_1315.jpg
16	1	2	virtualtown	0	virtualtown28	vid_0106.jpg
17	1	2	virtualtown	1	virtualtown28	vid_0106.jpg
18	1	2	virtualtown	0	virtualtown67	vid_0001234324234.jpg
19	1	2	virtualtown	1	virtualtown67	vid_0001234324234.jpg
20	1	2	virtualtown	0	virtualtown73	vid_0651.jpg
21	1	2	virtualtown	0	virtualtown24	vid_1762.jpg
22	1	0	rest	0	rest	rest
23	1	3	face	0	face8	TMWfemale20neutral.jpg
24	1	3	face	0	face26	TMWmale25-2neutral.jpg
25	1	3	face	0	face55	WWmale19neutral.jpg
26	1	3	face	0	face9	TMWfemale21-2neutral.jpg
27	1	3	face	0	face29	TSFWfemale34neutral.jpg
28	1	3	face	1	face29	TSFWfemale34neutral.jpg
29	1	3	face	0	face16	TMWfemale24neutral.jpg
30	1	3	face	1	face16	TMWfemale24neutral.jpg
31	1	3	face	0	face41	WWfemale19neutral.jpg
32	1	3	face	1	face41	WWfemale19neutral.jpg
33	1	0	rest	0	rest	rest
34	1	4	face	0	face65	WWmale22-4neutral.jpg
35	1	4	face	0	face79	Wmale_55neutral.jpg
36	1	4	face	0	face14	TMWfemale23neutral.jpg
37	1	4	face	1	face14	TMWfemale23neutral.jpg
38	1	4	face	0	face46	WWfemale21neutral.jpg
39	1	4	face	0	face38	TSFWfemale58neutral.jpg
40	1	4	face	1	face38	TSFWfemale58neutral.jpg
41	1	4	face	0	face54	WWfemale29neutral.jpg
42	1	4	face	1	face54	WWfemale29neutral.jpg
43	1	4	face	0	face3	TMWfemale18-4neutral.jpg
44	1	0	rest	0	rest	rest
45	1	5	tool	0	tool60	hairbrush34.jpg
46	1	5	tool	0	tool80	chopper.jpg
47	1	5	tool	1	tool80	chopper.jpg
48	1	5	tool	0	tool77	59d69605-c8c8-4899-bd98-2ef78045147e_300.jpg
49	1	5	tool	1	tool77	59d69605-c8c8-4899-bd98-2ef78045147e_300.jpg
50	1	5	tool	0	tool33	Ascrewdriver.jpg
51	1	5	tool	0	tool49	broom_industrial.jpg
52	1	5	tool	1	tool49	broom_industrial.jpg
53	1	5	tool	0	tool70	ABUTTRKNI.jpg
54	1	5	tool	0	tool74	b130056.jpg
55	1	0	rest	0	rest	rest
56	1	6	animal	0	animal53	0.90_bunny2.jpg
57	1	6	animal	0	animal45	0.62_bird-hawk1.jpg
58	1	6	animal	0	animal39	1.03_hoofed-nyala1.jpg
59	1	6	animal	1	animal39	1.03_hoofed-nyala1.jpg
60	1	6	animal	0	animal50	0.72_owl2.jpg
61	1	6	animal	0	animal24	1.80_rhino.jpg
62	1	6	animal	1	animal24	1.80_rhino.jpg
63	1	6	animal	0	animal62	1.14_bird-seagull.jpg
64	1	6	animal	0	animal61	1.14_armadillo.jpg
65	1	6	animal	1	animal61	1.14_armadillo.jpg
66	1	0	rest	0	rest	rest
67	1	7	virtualtown	0	virtualtown80	vid_2070.jpg
