index,run,trial,onset,duration,town,pic,itemNum,resp,respRT
1,1,1,1.0015,44.8111,Town1,env1,1,Cumberbatch,28.6358
2,1,1,1.0015,44.8111,Town1,env1,2,grapes,10.3225
3,1,1,1.0015,44.8111,Town1,env1,3,giraffe,5.8488
4,1,2,45.8590,26.6079,Town4,env4,1,Zuckerberg,19.6080
5,1,2,45.8590,26.6079,Town4,env4,2,lettuce,3.4069
6,1,2,45.8590,26.6079,Town4,env4,3,tape measure,3.5913
7,1,3,72.5133,22.6847,Town2,env2,1,clooney,5.9885
8,1,3,72.5133,22.6847,Town2,env2,2,screwdriver,8.3206
9,1,3,72.5133,22.6847,Town2,env2,3,bananas,8.3738
10,1,4,95.2458,24.0594,Town12,env12,1,deschanel,9.8639
11,1,4,95.2458,24.0594,Town12,env12,2,zebra,7.1389
12,1,4,95.2458,24.0594,Town12,env12,3,screwdriver,7.0548
13,1,5,119.3553,19.5827,Town5,env5,1, Swift,5.7500
14,1,5,119.3553,19.5827,Town5,env5,2,Watermelon,5.1038
15,1,5,119.3553,19.5827,Town5,env5,3,Bear,8.7272
16,1,6,138.9857,26.4689,Town3,env3,1,Depp,10.3694
17,1,6,138.9857,26.4689,Town3,env3,2,Oranges,7.3896
18,1,6,138.9857,26.4689,Town3,env3,3,screwdriv,8.7081
19,1,7,165.5010,20.4561,Town11,env11,1,Beyonce,10.6795
20,1,7,165.5010,20.4561,Town11,env11,2,hammer,5.3419
21,1,7,165.5010,20.4561,Town11,env11,3,aple,4.4328
22,1,8,186.0045,19.9283,Town10,env10,1,grapes,7.9753
23,1,8,186.0045,19.9283,Town10,env10,2,McCartney,5.9515
24,1,8,186.0045,19.9283,Town10,env10,3,puppy,5.9998
25,1,9,205.9814,12.4728,Town8,env8,1,beyonce,5.7997
26,1,9,205.9814,12.4728,Town8,env8,2,hammer,1.1986
27,1,9,205.9814,12.4728,Town8,env8,3,puppy,5.4726
28,1,10,218.5005,23.2594,Town6,env6,1,Swift,5.2262
29,1,10,218.5005,23.2594,Town6,env6,2,giraffe,7.1642
30,1,10,218.5005,23.2594,Town6,env6,3,tape measure,10.8670
31,1,11,241.8061,32.0091,Town9,env9,1,Katy Perry,9.0868
32,1,11,241.8061,32.0091,Town9,env9,2,apple,15.6397
33,1,11,241.8061,32.0091,Town9,env9,3,zebra,7.2808
34,1,12,273.8620,30.8980,Town7,env7,1,Jim Parsons,13.3750
35,1,12,273.8620,30.8980,Town7,env7,2,tape measure,9.5533
36,1,12,273.8620,30.8980,Town7,env7,3,oranges,7.9678
37,2,1,1.0026,7.9818,Town1,env1,1,clooney,4.2755
38,2,1,1.0026,7.9818,Town1,env1,2,lettuce,2.0220
39,2,1,1.0026,7.9818,Town1,env1,3,hammer,1.6803
40,2,2,9.0264,35.8380,Town12,env12,1,cumberbatch,23.9982
41,2,2,9.0264,35.8380,Town12,env12,2,stapler,8.6468
42,2,2,9.0264,35.8380,Town12,env12,3,apple,3.1913
43,2,3,44.9071,7.0293,Town8,env8,1,beyonce,2.6539
44,2,3,44.9071,7.0293,Town8,env8,2,puppy,2.4231
45,2,3,44.9071,7.0293,Town8,env8,3,oranges,1.9504
46,2,4,51.9769,12.5203,Town9,env9,1,mccartney,5.6467
47,2,4,51.9769,12.5203,Town9,env9,2,bananas,4.3836
48,2,4,51.9769,12.5203,Town9,env9,3,wrench,2.4881
49,2,5,64.5379,17.7989,Town7,env7,1,parsons,11.5626
50,2,5,64.5379,17.7989,Town7,env7,2,giraffe,1.7430
51,2,5,64.5379,17.7989,Town7,env7,3,wrench,4.4915
52,2,6,82.3773,15.7950,Town2,env2,1,zckerberg,7.8265
53,2,6,82.3773,15.7950,Town2,env2,2,cucumber,2.9278
54,2,6,82.3773,15.7950,Town2,env2,3,scissors,5.0389
55,2,7,98.2140,12.7893,Town4,env4,1,deschanel,9.6784
56,2,7,98.2140,12.7893,Town4,env4,2,apple,1.3099
57,2,7,98.2140,12.7893,Town4,env4,3,stapler,1.7991
58,2,8,111.0451,15.4224,Town3,env3,1,emma watson,8.0313
59,2,8,111.0451,15.4224,Town3,env3,2,bear,2.3199
60,2,8,111.0451,15.4224,Town3,env3,3,wrench,5.0694
61,2,9,126.5083,15.8354,Town6,env6,1,tswift,4.4137
62,2,9,126.5083,15.8354,Town6,env6,2,cow,0.9345
63,2,9,126.5083,15.8354,Town6,env6,3,tape measure,10.4855
64,2,10,142.3858,7.3026,Town5,env5,1,cumberbatch,3.1109
65,2,10,142.3858,7.3026,Town5,env5,2,flamingo,1.8859
66,2,10,142.3858,7.3026,Town5,env5,3,watermelon,2.3040
67,2,11,149.7290,21.1419,Town11,env11,1,depp,4.0148
68,2,11,149.7290,21.1419,Town11,env11,2,dck,14.4060
69,2,11,149.7290,21.1419,Town11,env11,3,grapes,2.7190
70,2,12,170.9115,10.7688,Town10,env10,1,katy perry,2.6534
71,2,12,170.9115,10.7688,Town10,env10,2,carrot,3.1674
72,2,12,170.9115,10.7688,Town10,env10,3,hammer,4.9462
73,3,1,1.0027,7.4141,Town11,env11,1,carrot,4.6749
74,3,1,1.0027,7.4141,Town11,env11,2,hammer,1.2879
75,3,1,1.0027,7.4141,Town11,env11,3,depp,1.4473
76,3,2,8.4656,8.9591,Town9,env9,1,mccartney,5.4849
