index,run,trial,onset,duration,town,pic,itemNum,resp,respRT,itemType,acc
16,1,6,132.6778,9.2454,Town1,env1,1,??,7.156,face,0
17,1,6,132.6778,9.2454,Town1,env1,2,??,1.0639,animal,0
18,1,6,132.6778,9.2454,Town1,env1,3,??,1.0233,fruitveg,0
55,2,7,110.9546,15.1834,Town1,env1,1,george clooney,8.8214,face,1
56,2,7,110.9546,15.1834,Town1,env1,2,zebra,3.2009,animal,1
57,2,7,110.9546,15.1834,Town1,env1,3,lettuce,3.1592,fruitveg,1
82,3,4,94.3426,12.049,Town1,env1,1,george clooney,8.1601,face,1
83,3,4,94.3426,12.049,Town1,env1,2,lettuce,1.8487,fruitveg,1
84,3,4,94.3426,12.049,Town1,env1,3,zebra,2.0385,animal,1
115,4,3,24.7436,10.3046,Town1,env1,1,george clooney,5.688,face,1
116,4,3,24.7436,10.3046,Town1,env1,2,lettuce,2.4961,fruitveg,1
117,4,3,24.7436,10.3046,Town1,env1,3,zebra,2.1187,animal,1
160,5,6,63.9392,11.079,Town1,env1,1,george clooney,6.4948,face,1
161,5,6,63.9392,11.079,Town1,env1,2,lettuce,2.3351,fruitveg,1
162,5,6,63.9392,11.079,Town1,env1,3,zebra,2.2469,animal,1
28,1,10,175.4172,23.0487,Town10,env10,1,grapes,11.8874,fruitveg,1
29,1,10,175.4172,23.0487,Town10,env10,2,katy perry,9.2868,face,1
30,1,10,175.4172,23.0487,Town10,env10,3,duck,1.8725,animal,1
49,2,5,87.777,7.7369,Town10,env10,1,grape,3.2951,fruitveg,1
50,2,5,87.777,7.7369,Town10,env10,2,duck,1.2088,animal,1
51,2,5,87.777,7.7369,Town10,env10,3,katy perry,3.2311,face,1
91,3,7,130.8003,10.4642,Town10,env10,1,grape,3.5667,fruitveg,1
92,3,7,130.8003,10.4642,Town10,env10,2,katy perry,5.2166,face,1
93,3,7,130.8003,10.4642,Town10,env10,3,duck,1.6791,animal,1
139,4,11,123.4209,8.2897,Town10,env10,1,grapes,2.8977,fruitveg,1
140,4,11,123.4209,8.2897,Town10,env10,2,katy perry,3.8884,face,1
141,4,11,123.4209,8.2897,Town10,env10,3,duck,1.5018,animal,1
163,5,7,75.059,6.5754,Town10,env10,1,grapes,2.4703,fruitveg,1
164,5,7,75.059,6.5754,Town10,env10,2,katy perry,2.703,face,1
165,5,7,75.059,6.5754,Town10,env10,3,duck,1.4002,animal,1
4,1,2,55.703,17.8072,Town11,env11,1,hammer,8.9825,tool,1
5,1,2,55.703,17.8072,Town11,env11,2,carrot,2.2716,fruitveg,1
6,1,2,55.703,17.8072,Town11,env11,3,johnny depp,6.5511,face,1
46,2,4,74.8507,12.8776,Town11,env11,1,johnny depp,7.8862,face,1
47,2,4,74.8507,12.8776,Town11,env11,2,hammer,3.4712,tool,1
48,2,4,74.8507,12.8776,Town11,env11,3,carrot,1.5185,fruitveg,1
85,3,5,106.4475,10.4167,Town11,env11,1,carrot,4.8882,fruitveg,1
86,3,5,106.4475,10.4167,Town11,env11,2,hammer,1.3442,tool,1
87,3,5,106.4475,10.4167,Town11,env11,3,johnny depp,4.1825,face,1
124,4,6,60.8619,8.7202,Town11,env11,1,johnny depp,6.1605,face,1
125,4,6,60.8619,8.7202,Town11,env11,2,hammer,1.1744,tool,1
126,4,6,60.8619,8.7202,Town11,env11,3,carrot,1.3835,fruitveg,1
151,5,3,30.3782,8.1919,Town11,env11,1,johnny depp,4.5261,face,1
152,5,3,30.3782,8.1919,Town11,env11,2,hammer,1.649,tool,1
153,5,3,30.3782,8.1919,Town11,env11,3,carrot,2.0149,fruitveg,1
31,1,11,198.5126,12.7381,Town12,env12,1,??,9.9683,face,0
32,1,11,198.5126,12.7381,Town12,env12,2,??,1.7521,fruitveg,0
33,1,11,198.5126,12.7381,Town12,env12,3,??,1.0159,tool,0
61,2,9,140.7702,12.3118,Town12,env12,1,zooey deschanel,8.1432,face,1
62,2,9,140.7702,12.3118,Town12,env12,2,apple,2.7986,fruitveg,1
63,2,9,140.7702,12.3118,Town12,env12,3,stapler,1.368,tool,1
94,3,8,141.32,11.8153,Town12,env12,1,zooey deschanel,6.8479,face,1
95,3,8,141.32,11.8153,Town12,env12,2,apples,3.3345,fruitveg,1
96,3,8,141.32,11.8153,Town12,env12,3,stapler,1.6312,tool,1
109,4,1,1.0011,12.6405,Town12,env12,1,zooey deschanel,8.8059,face,1
110,4,1,1.0011,12.6405,Town12,env12,2,apple,2.335,fruitveg,1
111,4,1,1.0011,12.6405,Town12,env12,3,stapler,1.4955,tool,1
178,5,12,130.5786,12.92,Town12,env12,1,zooey deschanel,6.9675,face,1
