index,run,trial,onset,duration,town,pic,itemNum,resp,respRT
1,1,1,1.0018,41.4630,Town3,env3.jpg,1,MARK ZUCKERBURG,21.8514
2,1,1,1.0018,41.4630,Town3,env3.jpg,2,?,18.1517
3,1,1,1.0018,41.4630,Town3,env3.jpg,3,?,1.4553
4,1,2,42.5014,21.4446,Town2,env2.jpg,1,?,19.5795
5,1,2,42.5014,21.4446,Town2,env2.jpg,2,?,0.8479
6,1,2,42.5014,21.4446,Town2,env2.jpg,3,?,1.0153
7,1,3,63.9814,23.5356,Town6,env6.jpg,1,BEYONCE,12.5408
8,1,3,63.9814,23.5356,Town6,env6.jpg,2,DUCK,9.6893
9,1,3,63.9814,23.5356,Town6,env6.jpg,3,GRAPES,1.3036
10,1,4,87.5518,24.1612,Town1,env1.jpg,1,GOAT,8.8008
11,1,4,87.5518,24.1612,Town1,env1.jpg,2,?,7.6156
12,1,4,87.5518,24.1612,Town1,env1.jpg,3,SCREWDRIVER,7.7429
13,1,5,111.7484,22.4399,Town9,env9.jpg,1,BEYONCE,18.7993
14,1,5,111.7484,22.4399,Town9,env9.jpg,2,?,2.7753
15,1,5,111.7484,22.4399,Town9,env9.jpg,3,?,0.8634
16,1,6,134.2238,21.6888,Town12,env12.jpg,1,EMMA WATSON,7.1681
17,1,6,134.2238,21.6888,Town12,env12.jpg,2,BEAR,1.2314
18,1,6,134.2238,21.6888,Town12,env12.jpg,3,GREEN SCREWDRIVERS,13.2875
19,1,7,155.9481,16.1386,Town11,env11.jpg,1,JOHNNY DEPP,8.2754
20,1,7,155.9481,16.1386,Town11,env11.jpg,2,ELEPHANT,5.9323
21,1,7,155.9481,16.1386,Town11,env11.jpg,3,CARROT,1.9290
22,1,8,172.1217,9.1940,Town5,env5.jpg,1,BENEDICT CUMBERBATCH,5.0416
23,1,8,172.1217,9.1940,Town5,env5.jpg,2,FLAMINGO,1.4149
24,1,8,172.1217,9.1940,Town5,env5.jpg,3,TAPE MEASURE,2.7358
25,1,9,181.3511,12.2862,Town10,env10.jpg,1,?,10.9498
26,1,9,181.3511,12.2862,Town10,env10.jpg,2,?,0.6726
27,1,9,181.3511,12.2862,Town10,env10.jpg,3,?,0.6620
28,1,10,193.6727,18.0758,Town8,env8.jpg,1,PUPPY,6.2117
29,1,10,193.6727,18.0758,Town8,env8.jpg,2,BEYONCE,11.1431
30,1,10,193.6727,18.0758,Town8,env8.jpg,3,?,0.7192
31,1,11,211.7833,12.3368,Town7,env7.jpg,1,?,11.1124
32,1,11,211.7833,12.3368,Town7,env7.jpg,2,?,0.6076
33,1,11,211.7833,12.3368,Town7,env7.jpg,3,?,0.6149
34,1,12,224.1556,25.4477,Town4,env4.jpg,1,WRENCH,11.9697
35,1,12,224.1556,25.4477,Town4,env4.jpg,2,ALLIGATOR,12.5802
36,1,12,224.1556,25.4477,Town4,env4.jpg,3,?,0.8959
37,2,1,1.0008,17.7559,Town12,env12.jpg,1,Zooey Daschenel,13.4488
38,2,1,1.0008,17.7559,Town12,env12.jpg,2,Apple,3.0242
