index,run,trial,onset,duration,town,pic,itemNum,resp,respRT,itemType,acc
22,1,8,172.4764,3.7739,Town1,env1,1,?,2.0527,face,0
23,1,8,172.4764,3.7739,Town1,env1,2,?,0.8399,animal,0
24,1,8,172.4764,3.7739,Town1,env1,3,/,0.8793,fruitveg,0
52,2,6,79.3257,25.8574,Town1,env1,1,that famous bachelor who was on er,14.7272,face,1
53,2,6,79.3257,25.8574,Town1,env1,2,swan,9.5689,animal,0
54,2,6,79.3257,25.8574,Town1,env1,3,dog,1.5595,fruitveg,0
94,3,8,193.6636,28.5285,Town1,env1,1,paul maccartney,12.0616,face,0
95,3,8,193.6636,28.5285,Town1,env1,2,stapler,12.6502,fruitveg,0
96,3,8,193.6636,28.5285,Town1,env1,3,ostrich,3.815,animal,0
124,4,6,155.2013,42.3859,Town1,env1,1,apple,23.3433,fruitveg,0
125,4,6,155.2013,42.3859,Town1,env1,2,alligator,7.9694,animal,0
126,4,6,155.2013,42.3859,Town1,env1,3,paul maccartney,11.0713,face,0
163,5,7,162.3339,23.2221,Town1,env1,1,emma watson,9.794,face,0
164,5,7,162.3339,23.2221,Town1,env1,2,dog,8.8436,animal,0
165,5,7,162.3339,23.2221,Town1,env1,3,grapes,4.5825,fruitveg,0
4,1,2,27.3929,28.8738,Town10,env10,1,black haired man,15.4244,face,0
5,1,2,27.3929,28.8738,Town10,env10,2,power drill,9.8391,animal,0
6,1,2,27.3929,28.8738,Town10,env10,3,?,3.6084,fruitveg,0
67,2,11,162.5972,10.5099,Town10,env10,1,beyonce,4.6772,face,0
68,2,11,162.5972,10.5099,Town10,env10,2,stapler,3.6476,animal,0
69,2,11,162.5972,10.5099,Town10,env10,3,apples,2.1832,fruitveg,0
85,3,5,103.5883,31.874,Town10,env10,1,orange,9.8544,fruitveg,0
86,3,5,103.5883,31.874,Town10,env10,2,taylor swift,5.1906,face,0
87,3,5,103.5883,31.874,Town10,env10,3,scissors,16.8272,animal,0
109,4,1,1.002,36.8632,Town10,env10,1,?,10.8127,animal,0
110,4,1,1.002,36.8632,Town10,env10,2,katy perry,22.6556,face,1
111,4,1,1.002,36.8632,Town10,env10,3,scissors,3.3911,fruitveg,0
145,5,1,1.0013,21.574,Town10,env10,1,apple,11.8027,fruitveg,0
146,5,1,1.0013,21.574,Town10,env10,2,benedict cumberland,8.4149,face,0
147,5,1,1.0013,21.574,Town10,env10,3,?,1.3524,animal,0
28,1,10,220.5071,20.1887,Town11,env11,1,black haired man,12.8435,face,0
29,1,10,220.5071,20.1887,Town11,env11,2,dog,3.3033,fruitveg,0
30,1,10,220.5071,20.1887,Town11,env11,3,power dril,4.0401,tool,0
64,2,10,148.3004,14.255,Town11,env11,1,benedict,9.6378,face,0
65,2,10,148.3004,14.255,Town11,env11,2,orange,2.2708,fruitveg,0
66,2,10,148.3004,14.255,Town11,env11,3,bear,2.3447,tool,0
97,3,9,222.2347,27.8143,Town11,env11,1,?,15.684,fruitveg,0
98,3,9,222.2347,27.8143,Town11,env11,2,?,2.7679,tool,0
99,3,9,222.2347,27.8143,Town11,env11,3,sherlock holmes,9.3607,face,0
142,4,12,300.239,18.4219,Town11,env11,1,cat,10.4519,fruitveg,0
143,4,12,300.239,18.4219,Town11,env11,2,?,3.3769,tool,0
144,4,12,300.239,18.4219,Town11,env11,3,johhny depp,4.591,face,1
160,5,6,139.3786,22.9097,Town11,env11,1,horse,11.7848,fruitveg,0
161,5,6,139.3786,22.9097,Town11,env11,2,johnny depp,5.7354,face,1
162,5,6,139.3786,22.9097,Town11,env11,3,saw,5.3877,tool,0
31,1,11,240.7372,12.4114,Town12,env12,1,?,6.1943,face,0
32,1,11,240.7372,12.4114,Town12,env12,2,power drill,4.9995,tool,0
33,1,11,240.7372,12.4114,Town12,env12,3,?,1.2159,fruitveg,0
49,2,5,64.5989,14.6856,Town12,env12,1,paul maccarthy,10.9575,face,0
50,2,5,64.5989,14.6856,Town12,env12,2,?,2.7189,tool,0
51,2,5,64.5989,14.6856,Town12,env12,3,?,1.0075,fruitveg,0
106,3,12,295.6441,41.8854,Town12,env12,1,orange,32.0358,fruitveg,0
107,3,12,295.6441,41.8854,Town12,env12,2,?,0.8306,tool,0
108,3,12,295.6441,41.8854,Town12,env12,3,beyonce,9.0169,face,0
118,4,4,105.405,23.378,Town12,env12,1,katy perry,14.0414,face,0
119,4,4,105.405,23.378,Town12,env12,2,orange,2.807,fruitveg,0
120,4,4,105.405,23.378,Town12,env12,3,stapler,6.5276,tool,1
151,5,3,39.4136,38.3084,Town12,env12,1,alligator,13.4213,tool,0
152,5,3,39.4136,38.3084,Town12,env12,2,grapes,17.5887,fruitveg,0
153,5,3,39.4136,38.3084,Town12,env12,3,paul maccartney,7.2965,face,0
25,1,9,176.2913,44.1746,Town2,env2,1,johnny deep,29.4137,face,0
26,1,9,176.2913,44.1746,Town2,env2,2,carrot,9.1771,fruitveg,0
27,1,9,176.2913,44.1746,Town2,env2,3,cat,5.582,tool,0
58,2,8,118.8319,11.4508,Town2,env2,1,zooey,3.5277,face,0
59,2,8,118.8319,11.4508,Town2,env2,2,apple,5.9135,fruitveg,0
60,2,8,118.8319,11.4508,Town2,env2,3,cat,2.0077,tool,0
91,3,7,164.4983,29.1248,Town2,env2,1,cat,16.5995,tool,0
92,3,7,164.4983,29.1248,Town2,env2,2,george clooney,6.8308,face,0
93,3,7,164.4983,29.1248,Town2,env2,3,gape,5.6926,fruitveg,0
136,4,10,264.4061,16.5216,Town2,env2,1,cucumbers,9.4558,fruitveg,1
137,4,10,264.4061,16.5216,Town2,env2,2,mark zuchenberg,5.2956,face,1
138,4,10,264.4061,16.5216,Town2,env2,3,/,1.7683,tool,0
175,5,11,275.6618,18.2292,Town2,env2,1,lettuce,12.9653,fruitveg,0
176,5,11,275.6618,18.2292,Town2,env2,2,katy perry,3.0458,face,0
177,5,11,275.6618,18.2292,Town2,env2,3,?,2.2162,tool,0
10,1,4,93.3465,5.2233,Town3,env3,1,?,2.8465,face,0
11,1,4,93.3465,5.2233,Town3,env3,2,?,1.1677,animal,0
12,1,4,93.3465,5.2233,Town3,env3,3,?,1.2073,tool,0
37,2,1,1.002,16.7098,Town3,env3,1,katty perry,8.4191,face,0
38,2,1,1.002,16.7098,Town3,env3,2,orange,3.6857,animal,0
39,2,1,1.002,16.7098,Town3,env3,3,scissors,4.6005,tool,0
73,3,1,1.0012,27.7107,Town3,env3,1,apple,8.8394,animal,0
74,3,1,1.0012,27.7107,Town3,env3,2,johhny depp,15.3306,face,0
75,3,1,1.0012,27.7107,Town3,env3,3,scissors,3.5365,tool,0
139,4,11,280.9692,19.2269,Town3,env3,1,orange,9.2588,tool,0
140,4,11,280.9692,19.2269,Town3,env3,2,zooey,2.0226,face,0
141,4,11,280.9692,19.2269,Town3,env3,3,alligator,7.9438,animal,0
178,5,12,293.9371,21.7782,Town3,env3,1,dog,18.0503,animal,0
179,5,12,293.9371,21.7782,Town3,env3,2,zooey,2.5102,face,0
180,5,12,293.9371,21.7782,Town3,env3,3,?,1.2159,tool,0
19,1,7,158.0874,14.3474,Town4,env4,1,benedict,3.4464,face,0
20,1,7,158.0874,14.3474,Town4,env4,2,stapler,8.5554,tool,0
21,1,7,158.0874,14.3474,Town4,env4,3,?,2.3436,animal,0
46,2,4,45.2883,19.2694,Town4,env4,1,beyonce,3.7254,face,0
47,2,4,45.2883,19.2694,Town4,env4,2,cucumber,11.878,tool,0
48,2,4,45.2883,19.2694,Town4,env4,3,banana,3.6642,animal,0
103,3,11,267.1659,28.4363,Town4,env4,1,cucumbers,12.9583,tool,0
104,3,11,267.1659,28.4363,Town4,env4,2,bear,8.3248,animal,0
105,3,11,267.1659,28.4363,Town4,env4,3,mark zuckerberg,7.1514,face,0
115,4,3,67.7422,37.6167,Town4,env4,1,?,19.9678,tool,0
116,4,3,67.7422,37.6167,Town4,env4,2,bear,1.9361,animal,0
117,4,3,67.7422,37.6167,Town4,env4,3,benedict cumb...sherlock holmes,15.7109,face,0
172,5,10,251.5849,24.0314,Town4,env4,1,mark zuckerberg ,9.8426,face,0
173,5,10,251.5849,24.0314,Town4,env4,2,power drill,4.9357,tool,0
174,5,10,251.5849,24.0314,Town4,env4,3,?,9.2513,animal,0
1,1,1,1.0024,26.3491,Town5,env5,1,zooey,17.0499,face,0
2,1,1,1.0024,26.3491,Town5,env5,2,carrot,3.2231,fruitveg,0
3,1,1,1.0024,26.3491,Town5,env5,3,bear,6.0722,animal,0
40,2,2,17.7528,14.1579,Town5,env5,1,johnny depp,9.4457,face,0
