index,run,trial,onset,duration,town,pic,itemNum,resp,respRT,itemType,acc
4,1,2,65.562,31.6019,Town1,env1,1,carrot,20.1603,animal,0
5,1,2,65.562,31.6019,Town1,env1,2,sherlock actor,5.3525,face,0
6,1,2,65.562,31.6019,Town1,env1,3,lettuce,6.0869,fruitveg,1
61,2,9,231.0494,14.8918,Town1,env1,1,lettuce,7.6114,fruitveg,1
62,2,9,231.0494,14.8918,Town1,env1,2,zebra,1.9906,animal,1
63,2,9,231.0494,14.8918,Town1,env1,3,george cloony,5.2881,face,1
79,3,3,59.7582,36.9605,Town1,env1,1,zebra,29.7903,animal,1
80,3,3,59.7582,36.9605,Town1,env1,2,george cloony,5.0154,face,1
81,3,3,59.7582,36.9605,Town1,env1,3,lettuce,2.1528,fruitveg,1
115,4,3,24.9745,13.0737,Town1,env1,1,george cloony,9.3368,face,1
116,4,3,24.9745,13.0737,Town1,env1,2,lettuce,2.0077,fruitveg,1
117,4,3,24.9745,13.0737,Town1,env1,3,zebra,1.7273,animal,1
166,5,8,64.8212,10.9677,Town1,env1,1,zebra,3.4417,animal,1
167,5,8,64.8212,10.9677,Town1,env1,2,george cloony,2.3114,face,1
168,5,8,64.8212,10.9677,Town1,env1,3,lettuce,5.2128,fruitveg,1
31,1,11,397.674,32.5319,Town10,env10,1,carrot,25.7801,fruitveg,0
32,1,11,397.674,32.5319,Town10,env10,2,?,4.6553,face,0
33,1,11,397.674,32.5319,Town10,env10,3,?,2.0947,animal,0
37,2,1,1.0013,12.7827,Town10,env10,1,katy perry,6.6523,face,1
38,2,1,1.0013,12.7827,Town10,env10,2,duck,2.7421,animal,1
39,2,1,1.0013,12.7827,Town10,env10,3,grape,3.3844,fruitveg,1
91,3,7,161.8096,9.7819,Town10,env10,1,katy perry,5.9087,face,1
92,3,7,161.8096,9.7819,Town10,env10,2,grape,2.4631,fruitveg,1
93,3,7,161.8096,9.7819,Town10,env10,3,duck,1.4083,animal,1
124,4,6,55.071,9.4894,Town10,env10,1,katy perry,4.3525,face,1
125,4,6,55.071,9.4894,Town10,env10,2,duck,3.272,animal,1
126,4,6,55.071,9.4894,Town10,env10,3,grape,1.863,fruitveg,1
169,5,9,75.8342,6.8504,Town10,env10,1,grape,2.2648,fruitveg,1
170,5,9,75.8342,6.8504,Town10,env10,2,katy pery,2.2157,face,1
171,5,9,75.8342,6.8504,Town10,env10,3,duck,2.3681,animal,1
13,1,5,157.2059,38.7449,Town11,env11,1,beyonce,27.4381,face,0
14,1,5,157.2059,38.7449,Town11,env11,2,drill,7.0243,tool,0
15,1,5,157.2059,38.7449,Town11,env11,3,giraffe,4.2803,fruitveg,0
49,2,5,112.7216,53.1636,Town11,env11,1,natalie portman,49.5964,face,0
50,2,5,112.7216,53.1636,Town11,env11,2,aligator,2.5259,fruitveg,0
51,2,5,112.7216,53.1636,Town11,env11,3,saw,1.0395,tool,0
94,3,8,171.6389,18.0204,Town11,env11,1,johny depp,9.6354,face,1
95,3,8,171.6389,18.0204,Town11,env11,2,carrrot,4.1913,fruitveg,1
96,3,8,171.6389,18.0204,Town11,env11,3,hammer,4.1919,tool,1
112,4,2,16.0879,8.8402,Town11,env11,1,johny depp,5.3755,face,1
113,4,2,16.0879,8.8402,Town11,env11,2,hammer,1.7039,tool,1
114,4,2,16.0879,8.8402,Town11,env11,3,carrot,1.7587,fruitveg,1
154,5,4,29.3348,8.5606,Town11,env11,1,johnny depp,4.505,face,1
155,5,4,29.3348,8.5606,Town11,env11,2,carrot,3.135,fruitveg,1
156,5,4,29.3348,8.5606,Town11,env11,3,hammr,0.9187,tool,1
34,1,12,430.247,58.7803,Town12,env12,1,big bang theory guy,37.3891,face,0
35,1,12,430.247,58.7803,Town12,env12,2,?,19.1823,fruitveg,0
36,1,12,430.247,58.7803,Town12,env12,3,saw,2.207,tool,0
64,2,10,245.9852,36.4095,Town12,env12,1,bear,27.1847,fruitveg,0
65,2,10,245.9852,36.4095,Town12,env12,2,emma watson,5.1586,face,0
66,2,10,245.9852,36.4095,Town12,env12,3,screwdriver,4.0643,tool,0
103,3,11,207.5545,49.9736,Town12,env12,1,zoey d-something,44.509,face,1
104,3,11,207.5545,49.9736,Town12,env12,2,stapler,2.8641,tool,1
105,3,11,207.5545,49.9736,Town12,env12,3,apple,2.5988,fruitveg,1
133,4,9,82.9023,12.7302,Town12,env12,1,stapler,4.8815,tool,1
134,4,9,82.9023,12.7302,Town12,env12,2,zoey d-somethin,4.911,face,1
135,4,9,82.9023,12.7302,Town12,env12,3,apple,2.9358,fruitveg,1
172,5,10,82.73,7.8583,Town12,env12,1,stapler,2.8818,tool,1
173,5,10,82.73,7.8583,Town12,env12,2,apple,1.0304,fruitveg,1
174,5,10,82.73,7.8583,Town12,env12,3,zooey deshanle,3.9444,face,1
22,1,8,260.5741,55.4602,Town2,env2,1,apple,29.9533,fruitveg,0
23,1,8,260.5741,55.4602,Town2,env2,2,?,24.5046,face,0
24,1,8,260.5741,55.4602,Town2,env2,3,?,1.0005,tool,0
55,2,7,180.8979,25.5683,Town2,env2,1,mark zuckerburg,14.8147,face,1
56,2,7,180.8979,25.5683,Town2,env2,2,scizors,5.2705,tool,1
57,2,7,180.8979,25.5683,Town2,env2,3,cucumber,5.4809,fruitveg,1
82,3,4,96.7665,18.1565,Town2,env2,1,mark zuckerburg,5.7271,face,1
83,3,4,96.7665,18.1565,Town2,env2,2,scizor,4.6793,tool,1
84,3,4,96.7665,18.1565,Town2,env2,3,cucumber,7.7482,fruitveg,1
109,4,1,1.0016,15.0392,Town2,env2,1,mark zuckerburg,6.5006,face,1
110,4,1,1.0016,15.0392,Town2,env2,2,scizors ,6.8306,tool,1
111,4,1,1.0016,15.0392,Town2,env2,3,cucumbers,1.7038,fruitveg,1
175,5,11,90.6348,11.7367,Town2,env2,1,mark zuckerberg,4.6958,face,1
176,5,11,90.6348,11.7367,Town2,env2,2,cucumbe,3.016,fruitveg,1
177,5,11,90.6348,11.7367,Town2,env2,3,scizor,4.0232,tool,1
10,1,4,121.1565,36.0083,Town3,env3,1,grape,15.0516,animal,0
11,1,4,121.1565,36.0083,Town3,env3,2,emma watson,11.5395,face,1
12,1,4,121.1565,36.0083,Town3,env3,3,screwdriver,9.4154,tool,1
